"pitch","yaw","f"
"-75","-164.05460409907712","0.40000000000000013"
"11","21.80140948635181","1.0"
"0","0","0"
"8","70.01689347810003","0.6000000000000001"
"-46","-23.19859051364819","1.0"
"0","0","0"
"-26","132.27368900609375","0.5000000000000001"
"-10","-76.50426671920418","1.0"
"-10","-128.6598082540901","0.5000000000000001"
"0","0","0"
"0","0","0"
"-4","-50.527540151656176","0.8"
"-16","-68.19859051364818","1.0"
